일시,광진구,동대문구,성동구,중랑구
20220101,1.7479576198376077,1.5736543878890168,1.4602905761447336,0.9955625640907305
20220102,2.23088528639916,1.9899555083156544,1.8926562253756336,1.2574646195408707
20220103,2.7138129529607133,2.406256628742292,2.325021874606534,1.5193666749910109
20220104,3.196740619522265,2.8225577491689293,2.757387523837434,1.7812687304411512
20220105,3.679668286083818,3.238858869595567,3.189753173068334,2.043170785891291
20220106,4.067951335462924,3.5838024561560813,3.5532433000280736,2.2649099104842225
20220107,4.139976896523017,3.639407725851001,3.659752195259355,2.303233907917006
20220108,4.212002457583108,3.6950129955459197,3.766261090490637,2.34155790534979
20220109,4.2840280186432,3.7506182652408393,3.8727699857219178,2.379881902782574
20220110,4.356053579703293,3.806223534935759,3.9792788809531987,2.4182059002153578
20220111,4.265304602931115,3.7384717557075224,3.8658003843299493,2.388692327810328
20220112,4.174555626158938,3.6707199764792864,3.7523218877066995,2.359178755405299
20220113,4.137174781048113,3.642617667782461,3.7238518439225134,2.3284200582266217
20220114,4.09979393593729,3.6145153590856354,3.695381800138328,2.2976613610479446
20220115,4.062413090826467,3.5864130503888103,3.666911756354142,2.2669026638692675
20220116,4.119676862898089,3.6296682755581084,3.707317234841117,2.276306897547799
20220117,4.1769406349697125,3.6729235007274066,3.747722713328092,2.285711131226331
20220118,4.3126214627155806,3.760731034328256,3.845903692109595,2.363874871226131
20220119,4.448302290461448,3.848538567929106,3.9440846708910975,2.442038611225931
20220120,4.639995694239966,3.995936774984846,4.115535466877096,2.538181273716043
20220121,4.827793457608214,4.139729227402699,4.331589237215182,2.6236745777539747
20220122,5.015591220976462,4.283521679820551,4.547643007553268,2.709167881791907
20220123,5.150020852683356,4.387664661706992,4.67868832505229,2.7959063106034874
20220124,5.284450484390251,4.491807643593435,4.809733642551313,2.882644739415067
20220125,5.26597899273201,4.463043197590765,4.774031769983532,2.903293360450259
20220126,5.24750750107377,4.434278751588096,4.738329897415752,2.9239419814854517
20220127,5.309926009888149,4.45633637123852,4.759754224891278,2.982199549341266
20220128,5.293927463028282,4.433841682457394,4.723403052072277,2.9716976108758124
20220129,5.277928916168416,4.411346993676268,4.687051879253277,2.961195672410358
20220130,5.2059177932759,4.329261631440251,4.577430889229782,2.9327148114545922
20220131,5.133906670383385,4.2471762692042345,4.467809899206286,2.9042339504988264
20220201,5.098330257975495,4.223426465061333,4.42123832115557,2.885435255148753
20220202,5.062753845567604,4.199676660918434,4.3746667431048545,2.8666365597986796
20220203,4.98877502504175,4.1372275408067285,4.291585892000902,2.8277033860366556
20220204,5.067697327881033,4.207685848584136,4.375252230963753,2.8548600200510195
20220205,5.146619630720315,4.2781441563615425,4.458918569926602,2.8820166540653838
20220206,5.144651933086979,4.2977803984858545,4.485458708846145,2.8715643412591256
20220207,5.1426842354536415,4.317416640610167,4.511998847765687,2.861112028452868
20220208,5.1260242336783985,4.310896118817104,4.523601233171711,2.8617656413443058
20220209,5.109364231903156,4.304375597024042,4.535203618577736,2.8624192542357445
20220210,5.120356409434693,4.334151628632889,4.566916973669182,2.8514143109115095
20220211,5.094913876481603,4.305592102148617,4.535580916787847,2.8307272019815817
20220212,5.069471343528515,4.277032575664347,4.504244859906514,2.8100400930516547
