일시,광진구,동대문구,성동구,중랑구
20220101,1.029612,0.6990384000000002,0.8139659294117648,0.4781082352941177
20220102,1.5437400000000001,1.0523040000000001,1.2400390588235295,0.7151604705882353
20220103,2.1049200000000003,1.4413320000000003,1.7211183529411769,0.9725308235294118
20220104,2.4528427200000005,1.6895222400000003,2.053409632941177,1.129280583529412
20220105,2.7090388800000005,1.8764025600000003,2.3204467200000005,1.2430310400000002
20220106,2.8613952000000005,1.9918560000000003,2.505198635294118,1.3089074823529412
20220107,2.9550744,2.0641848,2.6337336000000002,1.3488192000000003
20220108,2.9970552000000006,2.0960784,2.7033870352941176,1.3668194823529412
20220109,3.0124664400000007,2.1061045800000002,2.73337026,1.37518332
20220110,3.0073449600000006,2.10002472,2.728528192941177,1.3772577035294118
20220111,2.994368520000001,2.0879172599999998,2.7027048529411775,1.377670023529412
20220112,2.9862148800000003,2.07986064,2.6697442588235303,1.3810476705882353
20220113,2.9955618000000004,2.0859332999999998,2.6434904294117656,1.3920180352941176
20220114,3.03094836,2.11091562,2.6418337517647066,1.410679574117647
20220115,3.10091364,2.1595879800000004,2.6826646129411764,1.437130743529412
20220116,3.19612524,2.22477222,2.7575658,1.4704371000000003
20220117,3.3072507599999996,2.2992901800000003,2.8581201000000003,1.5096642000000005
20220118,3.424523589473684,2.3769936473684212,2.9772832736842108,1.5532497315789477
20220119,3.5348652378947367,2.4505721494736843,3.094286614736842,1.60124496631579
20220120,3.625197214736842,2.512715213684211,3.1883614168421053,1.6537011757894742
20220121,3.696209949473684,2.5660856273684214,3.263667173684211,1.706085931578948
20220122,3.7485938715789473,2.613346177894737,3.3243633789473686,1.7538668052631587
20220123,3.7793129192982455,2.6490703298245615,3.3637771315789475,1.7927740754385968
20220124,3.786744750877193,2.6685304877192983,3.3800687105263156,1.8181063807017548
20220125,3.7711630578947375,2.6690512894736846,3.3727755947368427,1.82623632631579
20220126,3.732354451929825,2.6466182329824566,3.3345052631578946,1.82068101754386
20220127,3.6701055445614044,2.597216816140351,3.2578651947368424,1.8049575596491232
20220128,3.5979876842105267,2.5349208210526317,3.1597222105263163,1.7855621473684213
20220129,3.5295722192982457,2.4738040298245614,3.056943131578948,1.7689909754385968
20220130,3.4770581382456145,2.4253019845614032,2.9675682589473693,1.7593149585964916
20220131,3.4505931494736846,2.399857587368421,2.9089481936842105,1.7577967115789477
20220201,3.4576660414035087,2.405630140350877,2.8963659768421053,1.7638394091228073
20220202,3.4911124445614035,2.434750556140351,2.9235912547368423,1.772611399649123
20220203,3.543767989473684,2.479349747368421,2.9843936736842105,1.7792810315789476
20220204,3.6012091866666665,2.527159946666667,3.0607592400000003,1.7798486933333335
20220205,3.649012546666667,2.565913386666667,3.1346739600000006,1.7703147733333333
20220206,3.682112804615385,2.5906211861538466,3.1956856461538465,1.755685376923077
20220207,3.7004738184615382,2.601293944615385,3.2400555846153853,1.7425875076923076
20220208,3.707180061538462,2.6007126820512823,3.2663886820512826,1.7365328256410255
20220209,3.716367193846154,2.6001615651282055,3.2878278851282055,1.744348884102564
20220210,3.7421708753846152,2.610924760512821,3.3175161405128213,1.7728632364102561
20220211,3.7866056123076928,2.6361513764102567,3.358316336410257,1.8130429251282052
20220212,3.851685910769232,2.6789905210256415,3.413091361025642,1.8558549928205128
20220213,3.9282331507692314,2.7313402543589747,3.476966014358975,1.8958383794871798
20220214,4.002752972307693,2.7815801764102566,3.5397600164102574,1.9267354051282053
20220215,4.0689067353846164,2.8252508871794877,3.5980250871794874,1.94469210974359
20220216,4.1271591138461545,2.8614608451282058,3.6544578851282057,1.9579961641025645
20220217,4.177974781538462,2.8893185087179494,3.711755068717949,1.9749352389743595
20220218,4.236674098461538,2.9250629579487186,3.7817658379487185,1.999773374358975
20220219,4.318577424615385,2.984933272820513,3.8763393928205128,2.036774610256411
20220220,4.42458082,3.0649408533333338,3.992066393333333,2.086214606666667
20220221,4.5541988799999995,3.160669013333334,4.124178373333333,2.144941626666667
20220222,4.706299982352942,3.270800737254903,4.268669943137255,2.2096422333333336
20220223,4.871138049411765,3.3824292290196087,4.41707041254902,2.278795933333334
20220224,5.038967003529412,3.48264769254902,4.560909091372549,2.350882233333334
20220225,5.200379347058824,3.5762663717647065,4.697098909411765,2.4219234600000004
20220226,5.340281699999999,3.661208640000001,4.815833220000001,2.4855851400000004
20220227,5.445519335294118,3.72609885882353,4.9050161470588245,2.5360179
20220228,5.504768805882354,3.7625011764705887,4.953259041176471,2.5671465
20220301,5.520518544705883,3.774428781176471,4.963285372941177,2.5795913400000003
20220302,5.5092298447058825,3.7624998211764704,4.945898992941177,2.58123744
20220303,5.504421645882353,3.7479930564705883,4.93206248117647,2.58704022
20220304,5.537674235294118,3.7614862588235294,4.955027647058824,2.61147
20220305,5.640567900000001,3.8335572,5.0480463,2.668997100000001
20220306,5.818313107058825,3.958331491764706,5.212044769411765,2.7574111800000005
20220307,6.069077463529412,4.128679425882353,5.443011924705884,2.8712791200000005
20220308,6.368304829411765,4.319784642352942,5.712188265882354,2.9978221800000004
20220309,6.6920852823529415,4.503731110588236,5.990051216470589,3.124423320000001
20220310,7.0165089,4.6526028,6.247078200000001,3.2384655000000007
20220311,7.31390394,4.773145920000001,6.4660503600000006,3.3371998200000004
20220312,7.556598660000001,4.872106680000001,6.629748840000001,3.41787738
20220313,7.725237300000001,4.942738020000001,6.72995202,3.47505906
20220314,7.8004641,4.9782928800000015,6.75843828,3.50330574
