일시,광진구,동대문구,성동구,중랑구
20220101,1.13792,0.7673600000000003,0.8752715294117649,0.5304922352941177
20220102,1.6549818181818183,1.1223389090909095,1.3023644064171127,0.7690185240641711
20220103,2.1991563636363636,1.4995781818181824,1.7688655401069524,1.0185897754010695
20220104,2.492741818181819,1.7128029090909096,2.0658091122994655,1.1493441711229948
20220105,2.7208727272727278,1.8861963636363641,2.3325056684491985,1.2478562566844922
20220106,2.8248180363636366,1.970706618181819,2.486380765775402,1.2904910716577542
20220107,2.8971450181818184,2.0284253090909097,2.597089677005348,1.3205358887700538
20220108,2.937853672727273,2.0593524363636364,2.664632402139038,1.3379907080213904
20220109,2.9469440000000007,2.063488,2.6890089411764713,1.3428555294117648
20220110,2.9244160000000003,2.040832,2.670219294117648,1.3351303529411764
20220111,2.8995392000000004,2.0193184,2.6317539764705886,1.3310430117647059
20220112,2.8723136000000005,1.9989472,2.5736129882352947,1.3305935058823528
20220113,2.8749376000000004,2.0006496,2.5394283294117654,1.3399898352941175
20220114,2.9074112000000003,2.0244256,2.529200000000001,1.3592320000000004
20220115,2.9697344000000006,2.0702752,2.5429280000000007,1.3883200000000004
20220116,3.0711104000000002,2.1404448,2.6237216000000005,1.4215232000000002
20220117,3.2115392000000007,2.2349344,2.7715808,1.4588416000000006
20220118,3.3365696000000002,2.3166944000000003,2.9025856,1.5014752000000002
20220119,3.4462016,2.3857248000000006,3.0167360000000003,1.5494240000000004
20220120,3.5383299368421053,2.4470192842105267,3.1206888421052636,1.5996437894736846
20220121,3.606100210526316,2.4971890526315796,3.19101052631579,1.6542273684210531
20220122,3.6495124210526315,2.5362341052631585,3.2277010526315792,1.7131747368421057
20220123,3.6808737684210526,2.575460042105264,3.2677044210526316,1.7554618947368428
20220124,3.700184252631579,2.6148668631578955,3.311020631578948,1.7810888421052637
20220125,3.6872707742690065,2.6202272935672517,3.311785824561404,1.788285099415205
20220126,3.6421333333333337,2.5915413333333337,3.2700000000000005,1.7770506666666672
20220127,3.573964818713451,2.538759204678363,3.1923404912280704,1.7525926549707604
20220128,3.4927108304093575,2.4666937076023396,3.082151298245615,1.7285270643274857
20220129,3.3983713684210537,2.375344842105263,2.939432421052632,1.7048538947368426
20220130,3.3376084210526327,2.318186105263158,2.835941052631579,1.6942467368421057
20220131,3.3104219883040944,2.2952174970760235,2.771677192982457,1.6967055906432753
20220201,3.3193510923976617,2.3035977730994155,2.759007775438597,1.705678633918129
20220202,3.364395733333334,2.3433269333333335,2.7979328000000008,1.721165866666667
20220203,3.432664177777778,2.403332977777778,2.878427733333334,1.7341518222222225
20220204,3.4997728,2.4593760000000007,2.9679424000000005,1.7367776000000001
20220205,3.5657216000000003,2.511456000000001,3.0664768000000007,1.7290432000000002
20220206,3.597853866666667,2.5354048000000007,3.1292650666666675,1.7084309333333336
20220207,3.5961696000000005,2.5312224000000003,3.1563072000000005,1.6749408000000001
20220208,3.593150276923077,2.5231283692307693,3.17424196923077,1.6632214153846157
20220209,3.5887958974358978,2.511122707692308,3.183069374358975,1.6732727794871796
20220210,3.5982367179487187,2.5086377572649576,3.1941524239316244,1.699687165811966
20220211,3.6423975384615397,2.5327327179487185,3.2332127179487182,1.7463269743589747
20220212,3.7212783589743603,2.58340758974359,3.3002502564102567,1.8131922051282057
20220213,3.8085914256410267,2.645439234188035,3.372061100854701,1.8580320273504278
20220214,3.9043367384615393,2.718827651282052,3.4486452512820516,1.8808464410256416
20220215,3.9693748512820526,2.762454646153847,3.5038477128205137,1.8935460102564108
20220216,4.003705764102565,2.7763202188034195,3.537668485470086,1.8961307350427354
20220217,4.042023876923078,2.79514436923077,3.58274756923077,1.9002550153846156
20220218,4.091027200000001,2.821002666666667,3.6456746666666673,1.9225365333333335
20220219,4.1507157333333335,2.853895111111112,3.7264497777777783,1.9629752888888894
20220220,4.253977600000001,2.935761066666667,3.843293866666667,2.013973333333334
20220221,4.4008128,3.066600533333334,3.9962069333333337,2.0755306666666673
20220222,4.555979733333334,3.183059911111112,4.143848177777778,2.1399640888888896
20220223,4.719478400000001,3.285139200000001,4.2862176000000005,2.2072736000000006
20220224,4.888175623529412,3.3878671058823535,4.427014964705883,2.2766752000000006
20220225,5.053192470588236,3.4769901176470595,4.5628112941176475,2.3492640000000007
