일시,광진구,동대문구,성동구,중랑구
20220101,2.6766539935019495,2.7557284142673475,2.4120904481586702,1.6979027565793814
20220102,2.8717281792137506,2.8529805045024363,2.6580200995087746,1.7995458429698217
20220103,2.955629223263387,2.9254398300185156,2.713501588491558,1.8404884023988282
20220104,2.863122067470476,2.8013095443534612,2.6003773471080143,1.7780046471021786
20220105,2.9932528022389677,2.977045803921059,2.71430723642733,1.871824059831973
20220106,3.0276033748685967,2.947897174716514,2.728221473381562,1.88244045285729
20220107,3.0805105045516035,2.9991082331644807,2.764254962944022,1.9025006582482047
20220108,3.066404861472181,2.984769060400898,2.722518620649552,1.9019919034459434
20220109,3.0372121203676943,2.980443566861214,2.739650986274133,1.9187027425479852
20220110,3.212376485469809,3.120493255171055,2.9163305291529484,2.00373907840647
20220111,3.266028745919754,3.1762164268160227,3.0070804738219685,2.0390172777270603
20220112,3.3675133233271186,3.206532531946581,3.0676518389285463,2.0740634175998927
20220113,3.364408681843688,3.2442427796866737,3.074453146631067,2.091061946259261
20220114,3.4732358190295516,3.3135554928471564,3.147784890376504,2.1252567258194706
20220115,3.4520921810465675,3.225044550622716,3.118825004028143,2.104026569717901
20220116,3.4563788827222535,3.2595625550075904,3.1268898818632667,2.1244633036366865
20220117,3.547063056148399,3.3335960586313513,3.189424854372742,2.1946826596850033
20220118,3.544128686861854,3.2991961263928533,3.201822674546364,2.1884758149232124
20220119,3.7108852035040663,3.454008101566019,3.3352654187244286,2.2736324516944943
20220120,3.8407889360001075,3.5049929139479925,3.460471341313133,2.3289057247425378
20220121,4.045910326130353,3.7246573464259165,3.67302140655171,2.465360314827276
20220122,4.149705499197088,3.720498181147031,3.78681740427294,2.535185963701323
20220123,4.191023691383757,3.749553514554189,3.8158468768694713,2.560524105802401
20220124,4.198260367836129,3.7879671057452726,3.8453064713329823,2.5859924686115283
20220125,4.188997079602815,3.7624703171538956,3.8135687329720316,2.5726407426822138
20220126,4.104787939012879,3.7070219153395216,3.7525719804169193,2.5491601418265692
20220127,4.0851319400837145,3.7055589936614757,3.722642589556026,2.539894431183173
20220128,4.092816501222152,3.7360930318366394,3.7333076575650397,2.5272051361209753
20220129,4.027690445062453,3.635707928790183,3.6714127072269593,2.5024381714770842
20220130,3.9746657151815903,3.6533209690077926,3.5803670291933405,2.4992584094856793
20220131,3.814947175898553,3.3273855056278547,3.437685830851324,2.4140998057090104
20220201,4.008511682838146,3.623669275237353,3.669590595988217,2.487111035392097
20220202,4.477832339504171,3.815066505060074,4.1716828442021665,2.7310689219168607
20220203,4.83870366317171,4.212591482981782,4.339815112367517,2.8470577618681623
20220204,4.808673454849381,4.1467322804830635,4.309604136133852,2.828568742357647
20220205,4.875467086502519,4.250968072549534,4.343631940708203,2.8899813020204204
20220206,4.953650808000393,4.315099880265971,4.425711520697654,2.940790436927244
20220207,4.94071530544978,4.311695735270639,4.439552875809231,2.913336026019849
20220208,5.003057458094899,4.343765520331483,4.507622374917676,2.961952968127615
20220209,5.070512382411646,4.432624157344619,4.5656934775590186,3.0196809673017433
20220210,5.156571230441854,4.4824825711691325,4.676515184659838,3.0577424108469233
20220211,5.1817401710030015,4.492479176543067,4.705989962130708,3.073648574261739
20220212,5.2519536478261735,4.516768896985279,4.744955553499191,3.110138743228807
20220213,5.264113962233837,4.498839399096895,4.756909065599576,3.1048438177787467
20220214,5.187211885882409,4.438131693866724,4.642526224981412,3.0555648670416824
20220215,5.210428655805533,4.458888552126229,4.672455419479106,3.060437270796758
20220216,5.38739403773262,4.5527713262322225,4.794842395726148,3.1314048137336563
20220217,5.369218167461784,4.579348987859272,4.824874067284297,3.156592303943358
20220218,5.3338325540012,4.516204812509928,4.799033227706831,3.138904147903901
20220219,5.475863275319573,4.644377279439517,4.922835796134256,3.1933296398368936
20220220,5.683172221345659,4.739359568058726,5.127306800336073,3.2610963186579616
20220221,5.863395643594155,4.824570978275282,5.308301602151332,3.320077683343291
20220222,6.029608086561839,4.954048790791696,5.487032063962202,3.4169157604590237
20220223,6.121950868229992,5.0151301573020515,5.588131168562432,3.4644123074184052
20220224,6.183217899423285,5.022214749481217,5.6396656169589905,3.492695980334381
20220225,6.122550752299196,4.982506710714139,5.610795732651605,3.4508340486805062
20220226,6.031414624437655,4.972438215706314,5.559053682433838,3.419536935744436
20220227,5.942830041787301,4.892223403768049,5.48920116133019,3.365351897142031
20220228,5.909779144228287,4.833210058985872,5.368613328686271,3.344898628406163
20220301,6.56404050289881,5.582432767935828,6.00241210500288,3.8398997487749873
20220302,7.169690151263364,6.039252036768743,6.445431732737258,4.103271010505973
20220303,7.252584733372324,6.072394910387238,6.514883870537425,4.133479912141659
20220304,7.3958870700727255,6.11348563064497,6.626833710959505,4.1991922121147995
20220305,7.754291715456173,6.3809949047812395,6.936283794656993,4.414154301966732
20220306,7.987636186792878,6.482127716532634,7.115759659211958,4.506799956711568
20220307,8.226402815902354,6.619282442320765,7.328532957516741,4.5588201252991025
20220308,8.295609004461326,6.642669365756214,7.359392854315536,4.598704710511118
20220309,8.25630420526564,6.638697820655964,7.295413798734115,4.593208174322168
20220310,8.30544972761824,6.647369226697565,7.318165845798573,4.617781968728041
20220311,8.461911282977491,6.750690780811877,7.440613817478058,4.717135676746997
20220312,8.531027334658614,6.792504928711173,7.465509885392441,4.763254868055009
20220313,8.544565865533464,6.784466937404217,7.476153495239968,4.743608135390897
20220314,8.64358794045022,6.8514110820895695,7.524884331335668,4.800744305447785
20220315,8.727095785983028,6.878613037939747,7.560031548908855,4.812805343003115
20220316,8.746606583095584,6.889592022154395,7.5415491597550846,4.828765779927099
